osm_id,osm_highway,osm_name,osm_access,osm_bicycle,osm_oneway,osm_oneway_bicycle,osm_maxspeed,osm_lanes,osm_lanes_forward,osm_lanes_backward,osm_cycleway,osm_cycleway_left,osm_cycleway_left_buffer,osm_cycleway_left_oneway,osm_cycleway_left_width,osm_cycleway_right,osm_cycleway_right_buffer,osm_cycleway_right_oneway,osm_cycleway_right_width,osm_cycleway_both,osm_cycleway_both_buffer,osm_cycleway_both_width,osm_cycleway_buffer,osm_cycleway_width,osm_parking_left,osm_parking_right,osm_parking_both,osm_parking_lane_left,osm_parking_lane_right,osm_parking_lane_both,osm_parking_left_restriction,osm_parking_right_restriction,osm_parking_both_restriction,osm_tracktype,osm_turn_lanes,osm_turn_lanes_forward,osm_turn_lanes_backward,osm_width,osm_footway,dc_blockkey,dc_ROUTEID,dc_ROUTENAME,dc_ROADTYPE,dc_STREETNAME,dc_STREETTYPE,dc_DCFUNCTIONALCLASS,dc_FHWAFUNCTIONALCLASS,dc_TOTALTRAVELLANES,dc_TOTALTRAVELLANESINBOUND,dc_TOTALTRAVELLANESOUTBOUND,dc_TOTALTRAVELLANESBIDIRECTIONAL,dc_TOTALTRAVELLANESREVERSIBLE,dc_TOTALTRAVELLANEWIDTH,dc_TOTALCROSSSECTIONWIDTH,dc_SUMMARYDIRECTION,dc_TOTALPARKINGLANES,dc_TOTALPARKINGLANEWIDTH,dc_TOTALRAISEDBUFFERS,dc_TOTALRAISEDBUFFERWIDTH,dc_BIKELANE_CONVENTIONAL,dc_BIKELANE_BUFFERED,dc_BIKELANE_PROTECTED,dc_BIKELANE_DUAL_PROTECTED,dc_BIKELANE_DUAL_BUFFERED,dc_BIKELANE_PARKINGLANE_ADJACENT,dc_BIKELANE_THROUGHLANE_ADJACENT,dc_BIKELANE_POCKETLANE_ADJACENT,dc_BIKELANE_CONTRAFLOW,dc_TOTALBIKELANES,dc_TOTALBIKELANEWIDTH,dc_SPEEDLIMITS_OB,dc_SPEEDLIMITS_IB,dc_SPEEDLIMITS_OB_ALT,dc_SPEEDLIMITS_IB_ALT,dc_DOUBLEYELLOW_LINE,dc_SLOWSTREETINFO,dc_SPEEDHUMP_PRESENT,dc_SURFACE_TYPE,dc_PCI_CONDCATEGORY,dc_PCI_SCORE,dc_PCI_LASTINSPECTED,dc_SIDEWALK_IB_PAVTYPE,dc_SIDEWALK_IB_WIDTH,dc_SIDEWALK_OB_PAVTYPE,dc_SIDEWALK_OB_WIDTH,dc_LEFTTURN_CURBLANE_EXCL,dc_LEFTTURN_CURBLANE_EXCL_LEN,dc_RIGHTTURN_CURBLANE_EXCL,dc_RIGHTTURN_CURBLANE_EXCL_LEN,dc_LEFTTURN_EXCLUSIVE,dc_RIGHTTURN_EXCLUSIVE,dc_BUSLANE_INBOUND,dc_BUSLANE_OUTBOUND,dc_AADT,dc_AADT_YEAR,match_confidence,geometry_wkt
1527944890,primary,16th Street Northwest,,,,,30 mph,7,3,4,,share_busway,,,,,,,,,,,,,,,,,,,,,,,,left|none|none,none|through|through|none,,,d643697e66e1b530018cb02f4f610d22,11001602,16TH ST NW,1.0,16TH,ST,14.0,3.0,6.0,4.0,2.0,0.0,0.0,60.0,71.0,BD,1.0,10.0,0.0,0.0,,,,,,,,,,0.0,0.0,30.0,,,,Yes,,,7.0,Excellent,96.0,2023-06-05 04:00:00+00:00,3 (JPCP),14,3 (JPCP),8,,0.0,,0.0,,,,,23714.0,2020.0,1.0,"LINESTRING (-77.036475 38.926751, -77.036475 38.926969)"
5974756,trunk,Georgia Avenue Northwest,,,no,,30 mph,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3dec5a667cefe4a5e454b13bd06bfff6,11040042,GEORGIA AVE NW,1.0,GEORGIA,AVE,14.0,3.0,4.0,2.0,2.0,0.0,0.0,40.0,57.0,BD,2.0,16.0,0.0,0.0,,,,,,,,,,0.0,0.0,30.0,,,,Yes,,,7.0,Fair,62.0,2023-06-07 04:00:00+00:00,3 (JPCP),10,3 (JPCP),12,,0.0,,0.0,,,,,13028.0,2020.0,1.0,"LINESTRING (-77.022118 38.921327, -77.022155 38.921629, -77.02217 38.921732)"
5974756,trunk,Georgia Avenue Northwest,,,no,,30 mph,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3dec5a667cefe4a5e454b13bd06bfff6,11040042,GEORGIA AVE NW,1.0,GEORGIA,AVE,14.0,3.0,4.0,2.0,2.0,0.0,0.0,40.0,57.0,BD,2.0,16.0,0.0,0.0,,,,,,,,,,0.0,0.0,30.0,,,,Yes,,,7.0,Fair,62.0,2023-06-07 04:00:00+00:00,3 (JPCP),10,3 (JPCP),12,,0.0,,0.0,,,,,13028.0,2020.0,1.0,"LINESTRING (-77.02217 38.921732, -77.022251 38.922285)"
1499664059,cycleway,,,designated,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e1ce88b564e7994cc719e5965a6680f,11024632,COLUMBIA RD NW,1.0,COLUMBIA,RD,16.0,4.0,2.0,1.0,1.0,0.0,0.0,22.0,48.0,BD,1.0,9.0,2.0,6.0,,,BD,,,,,,,2.0,10.0,25.0,,,,Yes,,,7.0,Poor,39.0,2023-01-10 05:00:00+00:00,3 (JPCP),10,3 (JPCP),16+,,0.0,,0.0,,,,,16481.0,2020.0,1.0,"LINESTRING (-77.043287 38.922291, -77.043299 38.922264)"
1499664059,cycleway,,,designated,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e1ce88b564e7994cc719e5965a6680f,11024632,COLUMBIA RD NW,1.0,COLUMBIA,RD,16.0,4.0,2.0,1.0,1.0,0.0,0.0,22.0,48.0,BD,1.0,9.0,2.0,6.0,,,BD,,,,,,,2.0,10.0,25.0,,,,Yes,,,7.0,Poor,39.0,2023-01-10 05:00:00+00:00,3 (JPCP),10,3 (JPCP),16+,,0.0,,0.0,,,,,16481.0,2020.0,1.0,"LINESTRING (-77.043299 38.922264, -77.043478 38.921846, -77.043744 38.921222)"
1499788379,tertiary,1st Street Northwest,,,,,25 mph,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0602c494b95d801a64e07369d38106b4,11000102,1ST ST NW,1.0,1ST,ST,17.0,5.0,3.0,1.0,2.0,0.0,0.0,33.0,34.0,BD,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,25.0,,,,Yes,,,7.0,Poor,40.0,2023-01-24 05:00:00+00:00,3 (JPCP),6,3 (JPCP),6,,0.0,,0.0,,,,,4949.0,2020.0,1.0,"LINESTRING (-77.012143 38.926129, -77.012143 38.92617)"
1499788379,tertiary,1st Street Northwest,,,,,25 mph,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0602c494b95d801a64e07369d38106b4,11000102,1ST ST NW,1.0,1ST,ST,17.0,5.0,3.0,1.0,2.0,0.0,0.0,33.0,34.0,BD,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,25.0,,,,Yes,,,7.0,Poor,40.0,2023-01-24 05:00:00+00:00,3 (JPCP),6,3 (JPCP),6,,0.0,,0.0,,,,,4949.0,2020.0,1.0,"LINESTRING (-77.012143 38.92617, -77.012142 38.92629)"
1501605944,tertiary,Vermont Avenue Northwest,,,yes,,25 mph,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96df0be288fca556da8c0c63d8a491b6,11089442,VERMONT AVE NW,1.0,VERMONT,AVE,17.0,5.0,2.0,1.0,1.0,0.0,0.0,28.0,67.0,BD,4.0,32.0,1.0,7.0,,,,,,,,,,0.0,0.0,20.0,,,,,,,7.0,Excellent,98.0,2023-05-21 04:00:00+00:00,3 (JPCP),6,3 (JPCP),6,,0.0,,0.0,,,,,2062.0,2020.0,1.0,"LINESTRING (-77.027622 38.913193, -77.027911 38.912702)"
1499382302,cycleway,,,designated,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46ee2fbd57bfcf8c3513fced0a55366a,11024632,COLUMBIA RD NW,1.0,COLUMBIA,RD,16.0,4.0,3.0,2.0,1.0,0.0,0.0,29.0,52.0,BD,0.0,0.0,2.0,12.0,,,BD,,,,,,,2.0,10.0,25.0,,,,Yes,,,7.0,Excellent,86.0,2023-01-10 05:00:00+00:00,3 (JPCP),16+,3 (JPCP),16+,,0.0,,0.0,,,,,16481.0,2020.0,1.0,"LINESTRING (-77.042833 38.922671, -77.043091 38.922497, -77.043198 38.922414, -77.043228 38.922379)"
1499645201,cycleway,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588decd95e00de9e9aab497c69e996c1,11000902,9TH ST NW,1.0,9TH,ST,16.0,4.0,4.0,3.0,1.0,0.0,0.0,40.0,65.0,BD,1.0,7.0,2.0,6.0,,,,IB,,,,,,2.0,8.0,25.0,,,,,,,7.0,Excellent,97.0,2023-02-03 05:00:00+00:00,3 (JPCP),10,3 (JPCP),10,,0.0,,0.0,,,,,12395.0,2020.0,1.0,"LINESTRING (-77.023882 38.911786, -77.023882 38.911806)"
1499645201,cycleway,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588decd95e00de9e9aab497c69e996c1,11000902,9TH ST NW,1.0,9TH,ST,16.0,4.0,4.0,3.0,1.0,0.0,0.0,40.0,65.0,BD,1.0,7.0,2.0,6.0,,,,IB,,,,,,2.0,8.0,25.0,,,,,,,7.0,Excellent,97.0,2023-02-03 05:00:00+00:00,3 (JPCP),10,3 (JPCP),10,,0.0,,0.0,,,,,12395.0,2020.0,1.0,"LINESTRING (-77.023882 38.911806, -77.023884 38.912539)"
1499645202,cycleway,,,,no,,,,,,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f8307b83379b93cabe941796641ee852,11000902,9TH ST NW,1.0,9TH,ST,16.0,4.0,4.0,3.0,1.0,0.0,0.0,42.0,54.0,BD,0.0,0.0,2.0,8.0,,,,IB,,,,,,2.0,8.0,25.0,,,,,,,7.0,Fair,62.0,2023-02-03 05:00:00+00:00,3 (JPCP),14,12 (Brick),14,,0.0,,0.0,,,,,12395.0,2020.0,1.0,"LINESTRING (-77.023884 38.91152, -77.023884 38.911583)"
1499645202,cycleway,,,,no,,,,,,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588decd95e00de9e9aab497c69e996c1,11000902,9TH ST NW,1.0,9TH,ST,16.0,4.0,4.0,3.0,1.0,0.0,0.0,40.0,65.0,BD,1.0,7.0,2.0,6.0,,,,IB,,,,,,2.0,8.0,25.0,,,,,,,7.0,Excellent,97.0,2023-02-03 05:00:00+00:00,3 (JPCP),10,3 (JPCP),10,,0.0,,0.0,,,,,12395.0,2020.0,1.0,"LINESTRING (-77.023883 38.911722, -77.023882 38.911786)"
1491881138,residential,Lower Service Court Northwest,,,yes,,15 mph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3c317035631a11489bb9d40f63e6c02d,11057372,LOWER SERVICE CT NW,1.0,LOWER SERVICE,CT,19.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,??,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,,,,,,,,0.0,,,,,,,,,0.0,,0.0,,,,,,,1.0,"LINESTRING (-77.010826 38.923624, -77.011408 38.923623)"
1497456223,residential,9th Street Northwest,yes,yes,,,25 mph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3940b288e32c1c72b63ed8ae18831780,11000902,9TH ST NW,1.0,9TH,ST,19.0,7.0,1.0,0.0,0.0,1.0,0.0,16.0,40.0,BD,3.0,24.0,0.0,0.0,,,,,,,,,,0.0,0.0,25.0,,,,,,,0.0,Good,84.0,2023-02-03 05:00:00+00:00,12 (Brick),5,12 (Brick),5,,0.0,,0.0,,,,,,,1.0,"LINESTRING (-77.023896 38.919572, -77.02389 38.91942, -77.023889 38.919206)"
1499367069,cycleway,,,,no,,,,,,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008142eac86f856921460958a0124d55,11000902,9TH ST NW,1.0,9TH,ST,16.0,4.0,4.0,2.0,2.0,0.0,0.0,42.0,66.0,BD,2.0,17.0,2.0,6.0,,,IB,,,,IB,,,1.0,4.0,25.0,,,,,,,7.0,Excellent,98.0,2023-02-03 05:00:00+00:00,3 (JPCP),11,3 (JPCP),14,,0.0,,0.0,,,,,12395.0,2020.0,1.0,"LINESTRING (-77.023886 38.915586, -77.023886 38.915635)"
1499367070,cycleway,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008142eac86f856921460958a0124d55,11000902,9TH ST NW,1.0,9TH,ST,16.0,4.0,4.0,2.0,2.0,0.0,0.0,42.0,66.0,BD,2.0,17.0,2.0,6.0,,,IB,,,,IB,,,1.0,4.0,25.0,,,,,,,7.0,Excellent,98.0,2023-02-03 05:00:00+00:00,3 (JPCP),11,3 (JPCP),14,,0.0,,0.0,,,,,12395.0,2020.0,1.0,"LINESTRING (-77.023886 38.915635, -77.023886 38.915653)"
1499382302,cycleway,,,designated,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46ee2fbd57bfcf8c3513fced0a55366a,11024632,COLUMBIA RD NW,1.0,COLUMBIA,RD,16.0,4.0,3.0,2.0,1.0,0.0,0.0,29.0,52.0,BD,0.0,0.0,2.0,12.0,,,BD,,,,,,,2.0,10.0,25.0,,,,Yes,,,7.0,Excellent,86.0,2023-01-10 05:00:00+00:00,3 (JPCP),16+,3 (JPCP),16+,,0.0,,0.0,,,,,16481.0,2020.0,1.0,"LINESTRING (-77.04282 38.922688, -77.042833 38.922671)"
1489607065,cycleway,,,,yes,,,,,,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cf4d2c8a3c0baa5d307e54b6212404bf,11001702,17TH ST NW,1.0,17TH,ST,16.0,4.0,1.0,1.0,0.0,0.0,0.0,10.0,41.0,IB,2.0,16.0,0.0,0.0,,OB,,,,,,,OB,1.0,5.0,,,,,,,,6.0,Excellent,100.0,2022-12-18 05:00:00+00:00,3 (JPCP),10,3 (JPCP),10,,0.0,,0.0,,,,,5593.0,2020.0,1.0,"LINESTRING (-77.038454 38.911882, -77.038452 38.911932)"
1489607065,cycleway,,,,yes,,,,,,crossing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cf4d2c8a3c0baa5d307e54b6212404bf,11001702,17TH ST NW,1.0,17TH,ST,16.0,4.0,1.0,1.0,0.0,0.0,0.0,10.0,41.0,IB,2.0,16.0,0.0,0.0,,OB,,,,,,,OB,1.0,5.0,,,,,,,,6.0,Excellent,100.0,2022-12-18 05:00:00+00:00,3 (JPCP),10,3 (JPCP),10,,0.0,,0.0,,,,,5593.0,2020.0,1.0,"LINESTRING (-77.038452 38.911932, -77.038451 38.911961)"
1491881134,residential,Lower Service Court Northwest,,,,,15 mph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,888c3023007472411a6c214cf76fbecc,11057372,LOWER SERVICE CT NW,1.0,LOWER SERVICE,CT,19.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,??,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,,,,,,,,0.0,,,,,,,,,0.0,,0.0,,,,,,,1.0,"LINESTRING (-77.011996 38.92351, -77.012046 38.923512)"
1491881134,residential,Lower Service Court Northwest,,,,,15 mph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,888c3023007472411a6c214cf76fbecc,11057372,LOWER SERVICE CT NW,1.0,LOWER SERVICE,CT,19.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,??,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,,,,,,,,0.0,,,,,,,,,0.0,,0.0,,,,,,,1.0,"LINESTRING (-77.012046 38.923512, -77.012146 38.923512)"
6053522,residential,Adams Street Northwest,,,,,25 mph,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fe99aaa822a86c434874196f532a5eec,11009032,ADAMS ST NW,1.0,ADAMS,ST,19.0,7.0,2.0,1.0,1.0,0.0,0.0,16.0,32.0,BD,2.0,16.0,0.0,0.0,,,,,,,,,,0.0,0.0,20.0,,,,,,Yes,0.0,Good,80.0,2022-10-20 04:00:00+00:00,3 (JPCP),6,3 (JPCP),6,,0.0,,0.0,,,,,,,1.0,"LINESTRING (-77.012153 38.920236, -77.012243 38.920236)"
6053522,residential,Adams Street Northwest,,,,,25 mph,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fe99aaa822a86c434874196f532a5eec,11009032,ADAMS ST NW,1.0,ADAMS,ST,19.0,7.0,2.0,1.0,1.0,0.0,0.0,16.0,32.0,BD,2.0,16.0,0.0,0.0,,,,,,,,,,0.0,0.0,20.0,,,,,,Yes,0.0,Good,80.0,2022-10-20 04:00:00+00:00,3 (JPCP),6,3 (JPCP),6,,0.0,,0.0,,,,,,,1.0,"LINESTRING (-77.012243 38.920236, -77.012644 38.920237)"
6053522,residential,Adams Street Northwest,,,,,25 mph,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fe99aaa822a86c434874196f532a5eec,11009032,ADAMS ST NW,1.0,ADAMS,ST,19.0,7.0,2.0,1.0,1.0,0.0,0.0,16.0,32.0,BD,2.0,16.0,0.0,0.0,,,,,,,,,,0.0,0.0,20.0,,,,,,Yes,0.0,Good,80.0,2022-10-20 04:00:00+00:00,3 (JPCP),6,3 (JPCP),6,,0.0,,0.0,,,,,,,1.0,"LINESTRING (-77.012644 38.920237, -77.013092 38.920237, -77.013547 38.920238)"
6053522,residential,Adams Street Northwest,,,,,25 mph,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2ff0831f945ef4b5296a2d0f7703cede,11009032,ADAMS ST NW,1.0,ADAMS,ST,19.0,7.0,2.0,1.0,1.0,0.0,0.0,16.0,32.0,BD,2.0,16.0,0.0,0.0,,,,,,,,,,0.0,0.0,20.0,,,,,,Yes,0.0,Good,81.0,2022-10-20 04:00:00+00:00,3 (JPCP),6,3 (JPCP),6,,0.0,,0.0,,,,,,,1.0,"LINESTRING (-77.013911 38.920238, -77.013945 38.920239)"
6053522,residential,Adams Street Northwest,,,,,25 mph,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2ff0831f945ef4b5296a2d0f7703cede,11009032,ADAMS ST NW,1.0,ADAMS,ST,19.0,7.0,2.0,1.0,1.0,0.0,0.0,16.0,32.0,BD,2.0,16.0,0.0,0.0,,,,,,,,,,0.0,0.0,20.0,,,,,,Yes,0.0,Good,81.0,2022-10-20 04:00:00+00:00,3 (JPCP),6,3 (JPCP),6,,0.0,,0.0,,,,,,,1.0,"LINESTRING (-77.013945 38.920239, -77.014316 38.920239, -77.014742 38.92024, -77.014789 38.92024)"
6053522,residential,Adams Street Northwest,,,,,25 mph,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2ff0831f945ef4b5296a2d0f7703cede,11009032,ADAMS ST NW,1.0,ADAMS,ST,19.0,7.0,2.0,1.0,1.0,0.0,0.0,16.0,32.0,BD,2.0,16.0,0.0,0.0,,,,,,,,,,0.0,0.0,20.0,,,,,,Yes,0.0,Good,81.0,2022-10-20 04:00:00+00:00,3 (JPCP),6,3 (JPCP),6,,0.0,,0.0,,,,,,,1.0,"LINESTRING (-77.014789 38.92024, -77.014874 38.92024)"
6053519,residential,Bates Street Northwest,,,yes,,20 mph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f5015ac0cbdb8cb0640f6114ac178be4,11014102,BATES ST NW,1.0,BATES,ST,19.0,7.0,1.0,0.0,1.0,0.0,0.0,8.0,24.0,OB,2.0,16.0,0.0,0.0,,,,,,,,,,0.0,0.0,25.0,,,,,,Yes,0.0,Excellent,91.0,2023-02-16 05:00:00+00:00,12 (Brick),12,12 (Brick),12,,0.0,,0.0,,,,,,,1.0,"LINESTRING (-77.012808 38.910381, -77.013057 38.910382, -77.013655 38.910381)"
6053519,residential,Bates Street Northwest,,,yes,,20 mph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f5015ac0cbdb8cb0640f6114ac178be4,11014102,BATES ST NW,1.0,BATES,ST,19.0,7.0,1.0,0.0,1.0,0.0,0.0,8.0,24.0,OB,2.0,16.0,0.0,0.0,,,,,,,,,,0.0,0.0,25.0,,,,,,Yes,0.0,Excellent,91.0,2023-02-16 05:00:00+00:00,12 (Brick),12,12 (Brick),12,,0.0,,0.0,,,,,,,1.0,"LINESTRING (-77.013655 38.910381, -77.013759 38.910381, -77.014662 38.910382)"
6053519,residential,Bates Street Northwest,,,yes,,20 mph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f5015ac0cbdb8cb0640f6114ac178be4,11014102,BATES ST NW,1.0,BATES,ST,19.0,7.0,1.0,0.0,1.0,0.0,0.0,8.0,24.0,OB,2.0,16.0,0.0,0.0,,,,,,,,,,0.0,0.0,25.0,,,,,,Yes,0.0,Excellent,91.0,2023-02-16 05:00:00+00:00,12 (Brick),12,12 (Brick),12,,0.0,,0.0,,,,,,,1.0,"LINESTRING (-77.014662 38.910382, -77.01508 38.910382)"
6053522,residential,Adams Street Northwest,,,,,25 mph,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c9c14a9c844f1d9954d9d651e165f50b,11009032,ADAMS ST NW,1.0,ADAMS,ST,19.0,7.0,2.0,1.0,1.0,0.0,0.0,16.0,32.0,BD,2.0,16.0,0.0,0.0,,,,,,,,,,0.0,0.0,20.0,,,,,,Yes,0.0,Excellent,97.0,2022-10-20 04:00:00+00:00,3 (JPCP),6,3 (JPCP),6,,0.0,,0.0,,,,,,,1.0,"LINESTRING (-77.009088 38.920231, -77.009198 38.920231)"
6053522,residential,Adams Street Northwest,,,,,25 mph,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c9c14a9c844f1d9954d9d651e165f50b,11009032,ADAMS ST NW,1.0,ADAMS,ST,19.0,7.0,2.0,1.0,1.0,0.0,0.0,16.0,32.0,BD,2.0,16.0,0.0,0.0,,,,,,,,,,0.0,0.0,20.0,,,,,,Yes,0.0,Excellent,97.0,2022-10-20 04:00:00+00:00,3 (JPCP),6,3 (JPCP),6,,0.0,,0.0,,,,,,,1.0,"LINESTRING (-77.009198 38.920231, -77.009904 38.920232, -77.011192 38.920234, -77.011629 38.920235)"
6053522,residential,Adams Street Northwest,,,,,25 mph,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c9c14a9c844f1d9954d9d651e165f50b,11009032,ADAMS ST NW,1.0,ADAMS,ST,19.0,7.0,2.0,1.0,1.0,0.0,0.0,16.0,32.0,BD,2.0,16.0,0.0,0.0,,,,,,,,,,0.0,0.0,20.0,,,,,,Yes,0.0,Excellent,97.0,2022-10-20 04:00:00+00:00,3 (JPCP),6,3 (JPCP),6,,0.0,,0.0,,,,,,,1.0,"LINESTRING (-77.011629 38.920235, -77.012056 38.920235)"
6053519,residential,Bates Street Northwest,,,yes,,20 mph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6cc17c9e8d64aa8585fba2f6b9b17a02,11014102,BATES ST NW,1.0,BATES,ST,19.0,7.0,1.0,0.0,1.0,0.0,0.0,14.0,30.0,OB,2.0,16.0,0.0,0.0,,,,,,,,,,0.0,0.0,20.0,,,,,,,0.0,Excellent,94.0,2023-02-16 05:00:00+00:00,12 (Brick),8,12 (Brick),8,,0.0,,0.0,,,,,,,1.0,"LINESTRING (-77.009099 38.91038, -77.009227 38.91038)"
6053519,residential,Bates Street Northwest,,,yes,,20 mph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6cc17c9e8d64aa8585fba2f6b9b17a02,11014102,BATES ST NW,1.0,BATES,ST,19.0,7.0,1.0,0.0,1.0,0.0,0.0,14.0,30.0,OB,2.0,16.0,0.0,0.0,,,,,,,,,,0.0,0.0,20.0,,,,,,,0.0,Excellent,94.0,2023-02-16 05:00:00+00:00,12 (Brick),8,12 (Brick),8,,0.0,,0.0,,,,,,,1.0,"LINESTRING (-77.009227 38.91038, -77.009661 38.910381)"
6053519,residential,Bates Street Northwest,,,yes,,20 mph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6cc17c9e8d64aa8585fba2f6b9b17a02,11014102,BATES ST NW,1.0,BATES,ST,19.0,7.0,1.0,0.0,1.0,0.0,0.0,14.0,30.0,OB,2.0,16.0,0.0,0.0,,,,,,,,,,0.0,0.0,20.0,,,,,,,0.0,Excellent,94.0,2023-02-16 05:00:00+00:00,12 (Brick),8,12 (Brick),8,,0.0,,0.0,,,,,,,1.0,"LINESTRING (-77.009661 38.910381, -77.010116 38.910381, -77.010561 38.91038, -77.011033 38.910381, -77.011674 38.91038)"
6053519,residential,Bates Street Northwest,,,yes,,20 mph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6cc17c9e8d64aa8585fba2f6b9b17a02,11014102,BATES ST NW,1.0,BATES,ST,19.0,7.0,1.0,0.0,1.0,0.0,0.0,14.0,30.0,OB,2.0,16.0,0.0,0.0,,,,,,,,,,0.0,0.0,20.0,,,,,,,0.0,Excellent,94.0,2023-02-16 05:00:00+00:00,12 (Brick),8,12 (Brick),8,,0.0,,0.0,,,,,,,1.0,"LINESTRING (-77.011674 38.91038, -77.012055 38.91038, -77.012072 38.910381)"
6053519,residential,Bates Street Northwest,,,yes,,20 mph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f5015ac0cbdb8cb0640f6114ac178be4,11014102,BATES ST NW,1.0,BATES,ST,19.0,7.0,1.0,0.0,1.0,0.0,0.0,8.0,24.0,OB,2.0,16.0,0.0,0.0,,,,,,,,,,0.0,0.0,25.0,,,,,,Yes,0.0,Excellent,91.0,2023-02-16 05:00:00+00:00,12 (Brick),12,12 (Brick),12,,0.0,,0.0,,,,,,,1.0,"LINESTRING (-77.012163 38.91038, -77.012256 38.910381)"
6053519,residential,Bates Street Northwest,,,yes,,20 mph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f5015ac0cbdb8cb0640f6114ac178be4,11014102,BATES ST NW,1.0,BATES,ST,19.0,7.0,1.0,0.0,1.0,0.0,0.0,8.0,24.0,OB,2.0,16.0,0.0,0.0,,,,,,,,,,0.0,0.0,25.0,,,,,,Yes,0.0,Excellent,91.0,2023-02-16 05:00:00+00:00,12 (Brick),12,12 (Brick),12,,0.0,,0.0,,,,,,,1.0,"LINESTRING (-77.012256 38.910381, -77.012808 38.910381)"
6051917,residential,2nd Street Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122df3b0de83f92dded92178f7de40bd,11000202,2ND ST NW,1.0,2ND,ST,19.0,7.0,2.0,1.0,1.0,0.0,0.0,20.0,37.0,BD,2.0,16.0,0.0,0.0,,,,,,,,,,0.0,0.0,25.0,,,,Yes,,,0.0,Fair,70.0,2023-01-10 05:00:00+00:00,12 (Brick),12,12 (Brick),12,,0.0,,0.0,,,,,,,1.0,"LINESTRING (-77.014368 38.915832, -77.014374 38.915886)"
6052597,residential,Franklin Street Northwest,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f32d5f0fe35d9a154a45bf856dc85a51,11038092,FRANKLIN ST NW,1.0,FRANKLIN,ST,19.0,7.0,1.0,0.0,0.0,1.0,0.0,8.0,24.0,BD,2.0,16.0,0.0,0.0,,,,,,,,,,0.0,0.0,20.0,,,,,,,0.0,,,,12 (Brick),6,12 (Brick),6,,0.0,,0.0,,,,,,,1.0,"LINESTRING (-77.016612 38.910525, -77.016685 38.910509)"
