osm_id,osm_highway,osm_name,osm_access,osm_bicycle,osm_oneway,osm_oneway_bicycle,osm_maxspeed,osm_lanes,osm_lanes_forward,osm_lanes_backward,osm_cycleway,osm_cycleway_left,osm_cycleway_left_buffer,osm_cycleway_left_oneway,osm_cycleway_left_width,osm_cycleway_right,osm_cycleway_right_buffer,osm_cycleway_right_oneway,osm_cycleway_right_width,osm_cycleway_both,osm_cycleway_both_buffer,osm_cycleway_both_width,osm_cycleway_buffer,osm_cycleway_width,osm_parking_left,osm_parking_right,osm_parking_both,osm_parking_lane_left,osm_parking_lane_right,osm_parking_lane_both,osm_parking_left_restriction,osm_parking_right_restriction,osm_parking_both_restriction,osm_tracktype,osm_turn_lanes,osm_turn_lanes_forward,osm_turn_lanes_backward,osm_width,osm_footway,dc_blockkey,dc_ROUTEID,dc_ROUTENAME,dc_ROADTYPE,dc_STREETNAME,dc_STREETTYPE,dc_DCFUNCTIONALCLASS,dc_FHWAFUNCTIONALCLASS,dc_TOTALTRAVELLANES,dc_TOTALTRAVELLANESINBOUND,dc_TOTALTRAVELLANESOUTBOUND,dc_TOTALTRAVELLANESBIDIRECTIONAL,dc_TOTALTRAVELLANESREVERSIBLE,dc_TOTALTRAVELLANEWIDTH,dc_TOTALCROSSSECTIONWIDTH,dc_SUMMARYDIRECTION,dc_TOTALPARKINGLANES,dc_TOTALPARKINGLANEWIDTH,dc_TOTALRAISEDBUFFERS,dc_TOTALRAISEDBUFFERWIDTH,dc_BIKELANE_CONVENTIONAL,dc_BIKELANE_BUFFERED,dc_BIKELANE_PROTECTED,dc_BIKELANE_DUAL_PROTECTED,dc_BIKELANE_DUAL_BUFFERED,dc_BIKELANE_PARKINGLANE_ADJACENT,dc_BIKELANE_THROUGHLANE_ADJACENT,dc_BIKELANE_POCKETLANE_ADJACENT,dc_BIKELANE_CONTRAFLOW,dc_TOTALBIKELANES,dc_TOTALBIKELANEWIDTH,dc_SPEEDLIMITS_OB,dc_SPEEDLIMITS_IB,dc_SPEEDLIMITS_OB_ALT,dc_SPEEDLIMITS_IB_ALT,dc_DOUBLEYELLOW_LINE,dc_SLOWSTREETINFO,dc_SPEEDHUMP_PRESENT,dc_SURFACE_TYPE,dc_PCI_CONDCATEGORY,dc_PCI_SCORE,dc_PCI_LASTINSPECTED,dc_SIDEWALK_IB_PAVTYPE,dc_SIDEWALK_IB_WIDTH,dc_SIDEWALK_OB_PAVTYPE,dc_SIDEWALK_OB_WIDTH,dc_LEFTTURN_CURBLANE_EXCL,dc_LEFTTURN_CURBLANE_EXCL_LEN,dc_RIGHTTURN_CURBLANE_EXCL,dc_RIGHTTURN_CURBLANE_EXCL_LEN,dc_LEFTTURN_EXCLUSIVE,dc_RIGHTTURN_EXCLUSIVE,dc_BUSLANE_INBOUND,dc_BUSLANE_OUTBOUND,dc_AADT,dc_AADT_YEAR,match_confidence,geometry_wkt
297307282,primary,Florida Avenue Northeast,,,,,25 mph,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d3d4ef64885b85ae1aefacdabaef381c,12036722,FLORIDA AVE NE,1.0,FLORIDA,AVE,14.0,3.0,5.0,2.0,3.0,0.0,0.0,50.0,51.0,BD,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,20.0,,,,Yes,,,7.0,Fair,67.0,2023-05-30 04:00:00+00:00,12 (Brick),14,3 (JPCP),11,,0.0,,0.0,,,,,17451.0,2020.0,1.0,"LINESTRING (-77.009008 38.910767, -77.008866 38.910707)"
297307282,primary,Florida Avenue Northeast,,,,,25 mph,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d3d4ef64885b85ae1aefacdabaef381c,12036722,FLORIDA AVE NE,1.0,FLORIDA,AVE,14.0,3.0,5.0,2.0,3.0,0.0,0.0,50.0,51.0,BD,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,20.0,,,,Yes,,,7.0,Fair,67.0,2023-05-30 04:00:00+00:00,12 (Brick),14,3 (JPCP),11,,0.0,,0.0,,,,,17451.0,2020.0,1.0,"LINESTRING (-77.008866 38.910707, -77.008697 38.910635)"
277524880,tertiary,T Street Northwest,,,yes,,25 mph,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69e8da06be63554566bea8a724039644,11084562,T ST NW,1.0,T,ST,17.0,5.0,1.0,1.0,0.0,0.0,0.0,16.0,32.0,IB,2.0,16.0,0.0,0.0,,,,,,,,,,0.0,0.0,,,,,,,Yes,4.0,Fair,59.0,2023-02-16 05:00:00+00:00,3 (JPCP),9,3 (JPCP),9,,0.0,,0.0,,,,,1580.0,2020.0,1.0,"LINESTRING (-77.009656 38.915568, -77.009312 38.915567, -77.009255 38.915559)"
277524880,tertiary,T Street Northwest,,,yes,,25 mph,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69e8da06be63554566bea8a724039644,11084562,T ST NW,1.0,T,ST,17.0,5.0,1.0,1.0,0.0,0.0,0.0,16.0,32.0,IB,2.0,16.0,0.0,0.0,,,,,,,,,,0.0,0.0,,,,,,,Yes,4.0,Fair,59.0,2023-02-16 05:00:00+00:00,3 (JPCP),9,3 (JPCP),9,,0.0,,0.0,,,,,1580.0,2020.0,1.0,"LINESTRING (-77.009255 38.915559, -77.009181 38.91555)"
287539552,tertiary,Vermont Avenue Northwest,,,yes,,25 mph,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5922bb6ccc59f0e5b2c80f7f52eaff38,11089442,VERMONT AVE NW,1.0,VERMONT,AVE,17.0,5.0,2.0,1.0,1.0,0.0,0.0,28.0,66.0,BD,4.0,32.0,1.0,6.0,,,,,,,,,,0.0,0.0,20.0,,,,,,,7.0,Excellent,100.0,2023-05-21 04:00:00+00:00,3 (JPCP),6,3 (JPCP),6,,0.0,,0.0,,,,,2062.0,2020.0,1.0,"LINESTRING (-77.027964 38.912608, -77.028002 38.912544)"
287539552,tertiary,Vermont Avenue Northwest,,,yes,,25 mph,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5922bb6ccc59f0e5b2c80f7f52eaff38,11089442,VERMONT AVE NW,1.0,VERMONT,AVE,17.0,5.0,2.0,1.0,1.0,0.0,0.0,28.0,66.0,BD,4.0,32.0,1.0,6.0,,,,,,,,,,0.0,0.0,20.0,,,,,,,7.0,Excellent,100.0,2023-05-21 04:00:00+00:00,3 (JPCP),6,3 (JPCP),6,,0.0,,0.0,,,,,2062.0,2020.0,1.0,"LINESTRING (-77.028002 38.912544, -77.028211 38.91219)"
287539552,tertiary,Vermont Avenue Northwest,,,yes,,25 mph,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2f552d69f7f333519c382be726b12833,11089442,VERMONT AVE NW,1.0,VERMONT,AVE,17.0,5.0,2.0,1.0,1.0,0.0,0.0,24.0,78.0,BD,4.0,48.0,1.0,6.0,,,,,,,,,,0.0,0.0,,,,,,,,6.0,Excellent,95.0,2023-05-21 04:00:00+00:00,12 (Brick),10,12 (Brick),10,,0.0,,0.0,,,,,,,1.0,"LINESTRING (-77.028433 38.911753, -77.02846 38.911645)"
287539553,tertiary,Vermont Avenue Northwest,,,yes,,25 mph,1,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,2f552d69f7f333519c382be726b12833,11089442,VERMONT AVE NW,1.0,VERMONT,AVE,17.0,5.0,2.0,1.0,1.0,0.0,0.0,24.0,78.0,BD,4.0,48.0,1.0,6.0,,,,,,,,,,0.0,0.0,,,,,,,,6.0,Excellent,95.0,2023-05-21 04:00:00+00:00,12 (Brick),10,12 (Brick),10,,0.0,,0.0,,,,,,,1.0,"LINESTRING (-77.02846 38.911645, -77.028707 38.911203)"
287539553,tertiary,Vermont Avenue Northwest,,,yes,,25 mph,1,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,2f552d69f7f333519c382be726b12833,11089442,VERMONT AVE NW,1.0,VERMONT,AVE,17.0,5.0,2.0,1.0,1.0,0.0,0.0,24.0,78.0,BD,4.0,48.0,1.0,6.0,,,,,,,,,,0.0,0.0,,,,,,,,6.0,Excellent,95.0,2023-05-21 04:00:00+00:00,12 (Brick),10,12 (Brick),10,,0.0,,0.0,,,,,,,1.0,"LINESTRING (-77.028707 38.911203, -77.02875 38.911139)"
275400512,tertiary,1st Street Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e87b1191ea08130e055cc682aa802b0c,11000102,1ST ST NW,1.0,1ST,ST,17.0,5.0,2.0,1.0,1.0,0.0,0.0,18.0,35.0,BD,2.0,16.0,0.0,0.0,,,,,,,,,,0.0,0.0,25.0,,,,Yes,,,7.0,Good,82.0,2023-01-24 05:00:00+00:00,3 (JPCP),6,3 (JPCP),6,,0.0,,0.0,,,,,4949.0,2020.0,1.0,"LINESTRING (-77.01215 38.921371, -77.012155 38.922005, -77.012151 38.922376)"
277207005,tertiary,Quincy Place Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fc683769d21570dccef3b6617f0691df,12073972,QUINCY PL NE,1.0,QUINCY,PL,19.0,7.0,2.0,1.0,1.0,0.0,0.0,28.0,28.0,BD,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,20.0,,,,,,,0.0,Good,80.0,2023-02-05 05:00:00+00:00,3 (JPCP),9,3 (JPCP),10,,0.0,,0.0,,,,,,,1.0,"LINESTRING (-77.008993 38.911859, -77.008892 38.911858)"
277524880,tertiary,T Street Northwest,,,yes,,25 mph,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69e8da06be63554566bea8a724039644,11084562,T ST NW,1.0,T,ST,17.0,5.0,1.0,1.0,0.0,0.0,0.0,16.0,32.0,IB,2.0,16.0,0.0,0.0,,,,,,,,,,0.0,0.0,,,,,,,Yes,4.0,Fair,59.0,2023-02-16 05:00:00+00:00,3 (JPCP),9,3 (JPCP),9,,0.0,,0.0,,,,,1580.0,2020.0,1.0,"LINESTRING (-77.012156 38.915532, -77.012049 38.915533)"
277524880,tertiary,T Street Northwest,,,yes,,25 mph,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69e8da06be63554566bea8a724039644,11084562,T ST NW,1.0,T,ST,17.0,5.0,1.0,1.0,0.0,0.0,0.0,16.0,32.0,IB,2.0,16.0,0.0,0.0,,,,,,,,,,0.0,0.0,,,,,,,Yes,4.0,Fair,59.0,2023-02-16 05:00:00+00:00,3 (JPCP),9,3 (JPCP),9,,0.0,,0.0,,,,,1580.0,2020.0,1.0,"LINESTRING (-77.012049 38.915533, -77.011915 38.915536, -77.01185 38.915539, -77.011784 38.915545, -77.011704 38.915558, -77.011627 38.915566)"
277524880,tertiary,T Street Northwest,,,yes,,25 mph,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69e8da06be63554566bea8a724039644,11084562,T ST NW,1.0,T,ST,17.0,5.0,1.0,1.0,0.0,0.0,0.0,16.0,32.0,IB,2.0,16.0,0.0,0.0,,,,,,,,,,0.0,0.0,,,,,,,Yes,4.0,Fair,59.0,2023-02-16 05:00:00+00:00,3 (JPCP),9,3 (JPCP),9,,0.0,,0.0,,,,,1580.0,2020.0,1.0,"LINESTRING (-77.011627 38.915566, -77.011563 38.91557, -77.011498 38.915572, -77.010468 38.915572)"
277524880,tertiary,T Street Northwest,,,yes,,25 mph,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69e8da06be63554566bea8a724039644,11084562,T ST NW,1.0,T,ST,17.0,5.0,1.0,1.0,0.0,0.0,0.0,16.0,32.0,IB,2.0,16.0,0.0,0.0,,,,,,,,,,0.0,0.0,,,,,,,Yes,4.0,Fair,59.0,2023-02-16 05:00:00+00:00,3 (JPCP),9,3 (JPCP),9,,0.0,,0.0,,,,,1580.0,2020.0,1.0,"LINESTRING (-77.010468 38.915572, -77.010402 38.915572, -77.009656 38.915568)"
345074766,tertiary,1st Street Northwest,,,,,25 mph,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93f063122d658ee3a0193bee61473b0e,11000102,1ST ST NW,1.0,1ST,ST,17.0,5.0,2.0,1.0,1.0,0.0,0.0,18.0,35.0,BD,2.0,16.0,0.0,0.0,,,,,,,,,,0.0,0.0,25.0,,,,Yes,,,7.0,Poor,40.0,2023-01-24 05:00:00+00:00,3 (JPCP),6,3 (JPCP),6,,0.0,,0.0,,,,,4949.0,2020.0,1.0,"LINESTRING (-77.012144 38.924292, -77.012144 38.924359)"
345074766,tertiary,1st Street Northwest,,,,,25 mph,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93f063122d658ee3a0193bee61473b0e,11000102,1ST ST NW,1.0,1ST,ST,17.0,5.0,2.0,1.0,1.0,0.0,0.0,18.0,35.0,BD,2.0,16.0,0.0,0.0,,,,,,,,,,0.0,0.0,25.0,,,,Yes,,,7.0,Poor,40.0,2023-01-24 05:00:00+00:00,3 (JPCP),6,3 (JPCP),6,,0.0,,0.0,,,,,4949.0,2020.0,1.0,"LINESTRING (-77.012144 38.924359, -77.012144 38.924693, -77.012144 38.925334)"
345074766,tertiary,1st Street Northwest,,,,,25 mph,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0602c494b95d801a64e07369d38106b4,11000102,1ST ST NW,1.0,1ST,ST,17.0,5.0,3.0,1.0,2.0,0.0,0.0,33.0,34.0,BD,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,25.0,,,,Yes,,,7.0,Poor,40.0,2023-01-24 05:00:00+00:00,3 (JPCP),6,3 (JPCP),6,,0.0,,0.0,,,,,4949.0,2020.0,1.0,"LINESTRING (-77.012143 38.925489, -77.012141 38.925795, -77.012143 38.926129)"
346627383,secondary,18th Street Northwest,,,,,25 mph,2,,,shared_lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ea0417d171d14003b8d1f3cda595453a,11001802,18TH ST NW,1.0,18TH,ST,16.0,4.0,2.0,1.0,1.0,0.0,0.0,28.0,45.0,BD,2.0,16.0,0.0,0.0,,,,,,,,,,0.0,0.0,25.0,,,,Yes,,,7.0,Fair,68.0,2023-06-10 04:00:00+00:00,3 (JPCP),12,3 (JPCP),12,,0.0,,0.0,,,,,3921.0,2020.0,1.0,"LINESTRING (-77.041662 38.91484, -77.041661 38.91479)"
346627383,secondary,18th Street Northwest,,,,,25 mph,2,,,shared_lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ea0417d171d14003b8d1f3cda595453a,11001802,18TH ST NW,1.0,18TH,ST,16.0,4.0,2.0,1.0,1.0,0.0,0.0,28.0,45.0,BD,2.0,16.0,0.0,0.0,,,,,,,,,,0.0,0.0,25.0,,,,Yes,,,7.0,Fair,68.0,2023-06-10 04:00:00+00:00,3 (JPCP),12,3 (JPCP),12,,0.0,,0.0,,,,,3921.0,2020.0,1.0,"LINESTRING (-77.041661 38.91479, -77.041662 38.914509)"
345074765,tertiary,1st Street Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58bb1c2d8b8ef6e33af0be5cd15ba161,11000102,1ST ST NW,1.0,1ST,ST,17.0,5.0,2.0,1.0,1.0,0.0,0.0,18.0,35.0,BD,2.0,16.0,0.0,0.0,,,,,,,,,,0.0,0.0,25.0,,,,Yes,,,7.0,Good,82.0,2023-01-24 05:00:00+00:00,3 (JPCP),7,3 (JPCP),7,,0.0,,0.0,,,,,4949.0,2020.0,1.0,"LINESTRING (-77.012158 38.919247, -77.012155 38.920179)"
345074765,tertiary,1st Street Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58bb1c2d8b8ef6e33af0be5cd15ba161,11000102,1ST ST NW,1.0,1ST,ST,17.0,5.0,2.0,1.0,1.0,0.0,0.0,18.0,35.0,BD,2.0,16.0,0.0,0.0,,,,,,,,,,0.0,0.0,25.0,,,,Yes,,,7.0,Good,82.0,2023-01-24 05:00:00+00:00,3 (JPCP),7,3 (JPCP),7,,0.0,,0.0,,,,,4949.0,2020.0,1.0,"LINESTRING (-77.012155 38.920179, -77.012153 38.920236)"
345074765,tertiary,1st Street Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79d508b4496c95b40feafab88733d94d,11000102,1ST ST NW,1.0,1ST,ST,17.0,5.0,2.0,1.0,1.0,0.0,0.0,18.0,35.0,BD,2.0,16.0,0.0,0.0,,,,,,,,,,0.0,0.0,25.0,,,,Yes,,,7.0,Excellent,87.0,2023-01-24 05:00:00+00:00,3 (JPCP),7,3 (JPCP),7,,0.0,,0.0,,,,,4949.0,2020.0,1.0,"LINESTRING (-77.012151 38.920306, -77.01215 38.920647, -77.012152 38.921242)"
345074765,tertiary,1st Street Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79d508b4496c95b40feafab88733d94d,11000102,1ST ST NW,1.0,1ST,ST,17.0,5.0,2.0,1.0,1.0,0.0,0.0,18.0,35.0,BD,2.0,16.0,0.0,0.0,,,,,,,,,,0.0,0.0,25.0,,,,Yes,,,7.0,Excellent,87.0,2023-01-24 05:00:00+00:00,3 (JPCP),7,3 (JPCP),7,,0.0,,0.0,,,,,4949.0,2020.0,1.0,"LINESTRING (-77.012152 38.921242, -77.012153 38.921308)"
345074766,tertiary,1st Street Northwest,,,,,25 mph,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0ce1c15fc1c3fec9b1296f61c234b7b4,11000102,1ST ST NW,1.0,1ST,ST,17.0,5.0,2.0,1.0,1.0,0.0,0.0,18.0,35.0,BD,2.0,16.0,0.0,0.0,,,,,,,,,,0.0,0.0,25.0,,,,Yes,,,7.0,Poor,40.0,2023-01-24 05:00:00+00:00,3 (JPCP),6,3 (JPCP),6,,0.0,,0.0,,,,,4949.0,2020.0,1.0,"LINESTRING (-77.012146 38.923438, -77.012146 38.923512)"
343234333,trunk,Rhode Island Avenue Northwest,,,yes,,25 mph,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5d6ffb91427f5119389bc565ace6c548,11075462,RHODE ISLAND AVE NW,1.0,RHODE ISLAND,AVE,14.0,3.0,4.0,2.0,2.0,0.0,0.0,40.0,75.0,BD,2.0,20.0,1.0,15.0,,,,,,,,,,0.0,0.0,25.0,,,,,,,7.0,Excellent,98.0,2023-05-27 04:00:00+00:00,3 (JPCP),9,3 (JPCP),9,,0.0,,0.0,,,,,19971.0,2020.0,1.0,"LINESTRING (-77.024115 38.9115, -77.023968 38.911553)"
345074764,tertiary,1st Street Northwest,,,,,25 mph,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d37cd7539bfc41c6b0b491dcc818c667,11000102,1ST ST NW,1.0,1ST,ST,17.0,5.0,2.0,1.0,1.0,0.0,0.0,18.0,35.0,BD,2.0,16.0,0.0,0.0,,,,,,,,,,0.0,0.0,25.0,,,,Yes,,,7.0,Good,83.0,2023-01-24 05:00:00+00:00,3 (JPCP),7,3 (JPCP),7,,0.0,,0.0,,,,,4949.0,2020.0,1.0,"LINESTRING (-77.012153 38.917072, -77.012149 38.918058)"
345074764,tertiary,1st Street Northwest,,,,,25 mph,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d37cd7539bfc41c6b0b491dcc818c667,11000102,1ST ST NW,1.0,1ST,ST,17.0,5.0,2.0,1.0,1.0,0.0,0.0,18.0,35.0,BD,2.0,16.0,0.0,0.0,,,,,,,,,,0.0,0.0,25.0,,,,Yes,,,7.0,Good,83.0,2023-01-24 05:00:00+00:00,3 (JPCP),7,3 (JPCP),7,,0.0,,0.0,,,,,4949.0,2020.0,1.0,"LINESTRING (-77.012149 38.918058, -77.012151 38.918109)"
345074764,tertiary,1st Street Northwest,,,,,25 mph,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e9b2356d7cd9a48a6898b3db56d9a32b,11000102,1ST ST NW,1.0,1ST,ST,17.0,5.0,2.0,1.0,1.0,0.0,0.0,18.0,35.0,BD,2.0,16.0,0.0,0.0,,,,,,,,,,0.0,0.0,25.0,,,,Yes,,,7.0,Good,75.0,2023-01-24 05:00:00+00:00,3 (JPCP),7,3 (JPCP),7,,0.0,,0.0,,,,,4949.0,2020.0,1.0,"LINESTRING (-77.012149 38.918195, -77.012152 38.918397, -77.012158 38.919123)"
345074764,tertiary,1st Street Northwest,,,,,25 mph,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e9b2356d7cd9a48a6898b3db56d9a32b,11000102,1ST ST NW,1.0,1ST,ST,17.0,5.0,2.0,1.0,1.0,0.0,0.0,18.0,35.0,BD,2.0,16.0,0.0,0.0,,,,,,,,,,0.0,0.0,25.0,,,,Yes,,,7.0,Good,75.0,2023-01-24 05:00:00+00:00,3 (JPCP),7,3 (JPCP),7,,0.0,,0.0,,,,,4949.0,2020.0,1.0,"LINESTRING (-77.012158 38.919123, -77.012158 38.919176)"
298159848,residential,2nd Street Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4a16ff778ad858c858cd08afec233f6c,11000202,2ND ST NW,1.0,2ND,ST,19.0,7.0,2.0,1.0,1.0,0.0,0.0,20.0,44.0,BD,3.0,24.0,0.0,0.0,,,,,,,,,,0.0,0.0,25.0,,,,,,,0.0,Poor,52.0,2023-01-10 05:00:00+00:00,3 (JPCP),6,3 (JPCP),6,,0.0,,0.0,,,,,,,1.0,"LINESTRING (-77.014246 38.914769, -77.014253 38.914828)"
298159848,residential,2nd Street Northwest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4a16ff778ad858c858cd08afec233f6c,11000202,2ND ST NW,1.0,2ND,ST,19.0,7.0,2.0,1.0,1.0,0.0,0.0,20.0,44.0,BD,3.0,24.0,0.0,0.0,,,,,,,,,,0.0,0.0,25.0,,,,,,,0.0,Poor,52.0,2023-01-10 05:00:00+00:00,3 (JPCP),6,3 (JPCP),6,,0.0,,0.0,,,,,,,1.0,"LINESTRING (-77.014253 38.914828, -77.014263 38.914919)"
308752727,residential,19th Street Northwest,yes,designated,,,15 mph,2,,,shared_lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66b370206796ef78423bb33d4fd7335c,11001902,19TH ST NW,1.0,19TH,ST,19.0,7.0,2.0,1.0,1.0,0.0,0.0,20.0,36.0,BD,2.0,16.0,0.0,0.0,,,,,,,,,,0.0,0.0,20.0,,,,,Existing signed (W1/2),,0.0,Poor,55.0,2023-01-11 05:00:00+00:00,3 (JPCP),12,3 (JPCP),12,,0.0,,0.0,,,,,,,1.0,"LINESTRING (-77.043473 38.915998, -77.043544 38.916162)"
308752727,residential,19th Street Northwest,yes,designated,,,15 mph,2,,,shared_lane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66b370206796ef78423bb33d4fd7335c,11001902,19TH ST NW,1.0,19TH,ST,19.0,7.0,2.0,1.0,1.0,0.0,0.0,20.0,36.0,BD,2.0,16.0,0.0,0.0,,,,,,,,,,0.0,0.0,20.0,,,,,Existing signed (W1/2),,0.0,Poor,55.0,2023-01-11 05:00:00+00:00,3 (JPCP),12,3 (JPCP),12,,0.0,,0.0,,,,,,,1.0,"LINESTRING (-77.043544 38.916162, -77.043706 38.916539)"
321476680,primary,16th Street Northwest,,,no,,25 mph,4,,,,,,,,share_busway,,,,,,,,,,,,,,,,,,,,,,,,a876dcde021608623311b58f5199fa61,11001602,16TH ST NW,1.0,16TH,ST,14.0,3.0,4.0,1.0,3.0,0.0,0.0,46.0,79.0,BD,3.0,32.0,0.0,0.0,,,,,,,,,,0.0,0.0,20.0,,,,Yes,,,7.0,Excellent,100.0,2022-12-20 05:00:00+00:00,3 (JPCP),14,3 (JPCP),14,,0.0,,0.0,,,L2,,19082.0,2020.0,1.0,"LINESTRING (-77.036512 38.914102, -77.036513 38.91418)"
321476680,primary,16th Street Northwest,,,no,,25 mph,4,,,,,,,,share_busway,,,,,,,,,,,,,,,,,,,,,,,,a876dcde021608623311b58f5199fa61,11001602,16TH ST NW,1.0,16TH,ST,14.0,3.0,4.0,1.0,3.0,0.0,0.0,46.0,79.0,BD,3.0,32.0,0.0,0.0,,,,,,,,,,0.0,0.0,20.0,,,,Yes,,,7.0,Excellent,100.0,2022-12-20 05:00:00+00:00,3 (JPCP),14,3 (JPCP),14,,0.0,,0.0,,,L2,,19082.0,2020.0,1.0,"LINESTRING (-77.036513 38.91418, -77.036511 38.914551)"
346627386,residential,Swann Street Northwest,,,yes,,25 mph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24cb2e7102431855fed8ab2db8752d9b,11084172,SWANN ST NW,1.0,SWANN,ST,19.0,7.0,1.0,0.0,1.0,0.0,0.0,12.0,28.0,OB,2.0,16.0,0.0,0.0,,,,,,,,,,0.0,0.0,20.0,,,,,,,0.0,Excellent,87.0,2023-02-14 05:00:00+00:00,3 (JPCP),6,3 (JPCP),6,,0.0,,0.0,,,,,,,1.0,"LINESTRING (-77.04288 38.914837, -77.0433 38.914837, -77.043346 38.914837)"
346627386,residential,Swann Street Northwest,,,yes,,25 mph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24cb2e7102431855fed8ab2db8752d9b,11084172,SWANN ST NW,1.0,SWANN,ST,19.0,7.0,1.0,0.0,1.0,0.0,0.0,12.0,28.0,OB,2.0,16.0,0.0,0.0,,,,,,,,,,0.0,0.0,20.0,,,,,,,0.0,Excellent,87.0,2023-02-14 05:00:00+00:00,3 (JPCP),6,3 (JPCP),6,,0.0,,0.0,,,,,,,1.0,"LINESTRING (-77.043346 38.914837, -77.043426 38.914837)"
346627387,secondary,18th Street Northwest,,,,,25 mph,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0a0a0f99bb434afec251dbe554826429,11001802,18TH ST NW,1.0,18TH,ST,16.0,4.0,2.0,1.0,1.0,0.0,0.0,22.0,33.0,BD,1.0,10.0,0.0,0.0,,,,,,,,,,0.0,0.0,25.0,,15.0,,Yes,,,7.0,Fair,66.0,2023-06-10 04:00:00+00:00,3 (JPCP),10,3 (JPCP),10,,0.0,,0.0,,,,,11300.0,2020.0,1.0,"LINESTRING (-77.041662 38.910395, -77.04166 38.91059)"
346627387,secondary,18th Street Northwest,,,,,25 mph,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0a0a0f99bb434afec251dbe554826429,11001802,18TH ST NW,1.0,18TH,ST,16.0,4.0,2.0,1.0,1.0,0.0,0.0,22.0,33.0,BD,1.0,10.0,0.0,0.0,,,,,,,,,,0.0,0.0,25.0,,15.0,,Yes,,,7.0,Fair,66.0,2023-06-10 04:00:00+00:00,3 (JPCP),10,3 (JPCP),10,,0.0,,0.0,,,,,11300.0,2020.0,1.0,"LINESTRING (-77.04166 38.91059, -77.041659 38.910729)"
346627387,secondary,18th Street Northwest,,,,,25 mph,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0a0a0f99bb434afec251dbe554826429,11001802,18TH ST NW,1.0,18TH,ST,16.0,4.0,2.0,1.0,1.0,0.0,0.0,22.0,33.0,BD,1.0,10.0,0.0,0.0,,,,,,,,,,0.0,0.0,25.0,,15.0,,Yes,,,7.0,Fair,66.0,2023-06-10 04:00:00+00:00,3 (JPCP),10,3 (JPCP),10,,0.0,,0.0,,,,,11300.0,2020.0,1.0,"LINESTRING (-77.041659 38.910729, -77.041657 38.911061)"
